strain,accession,originating_lab,submitting_lab
A/TimorLeste/3/2019,EPI1542236,laboratório_nacional_da_saúde,who_collaborating_centre_for_reference_and_research_on_influenza
A/Brunei/16/2019,EPI1484756,"r.i.p.a.s._hospital,_department_of_laboratory_services",who_collaborating_centre_for_reference_and_research_on_influenza
A/TimorLeste/43/2019,EPI1542251,laboratório_nacional_da_saúde,who_collaborating_centre_for_reference_and_research_on_influenza
A/TimorLeste/96/2019,EPI1542248,laboratório_nacional_da_saúde,who_collaborating_centre_for_reference_and_research_on_influenza
A/Lopburi/1086/2019,EPI1590500,thai_national_influenza_center,thai_national_influenza_center
A/Singapore/KK0618/2019,EPI1597852,"ministry_of_health,_singapore","ministry_of_health,_singapore"
A/Loei/942/2019,EPI1590502,thai_national_influenza_center,thai_national_influenza_center
A/Mahasarakham/116/2019,EPI1573621,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",centers_for_disease_control_and_prevention
A/Ayutthaya/109/2019,EPI1573629,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",centers_for_disease_control_and_prevention
A/Singapore/GP0485/2019,EPI1594818,"ministry_of_health,_singapore","ministry_of_health,_singapore"
A/Loei/174/2019,EPI1573800,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",centers_for_disease_control_and_prevention
A/Brunei/9/2019,EPI1550142,"r.i.p.a.s._hospital,_department_of_laboratory_services",who_collaborating_centre_for_reference_and_research_on_influenza
A/Singapore/TT0284/2019,EPI1594882,"ministry_of_health,_singapore","ministry_of_health,_singapore"
A/Mukdahan/168/2019,EPI1590509,thai_national_influenza_center,thai_national_influenza_center
A/Singapore/GP0547/2019,EPI1594826,"ministry_of_health,_singapore","ministry_of_health,_singapore"
A/Singapore/GP0432/2019,EPI1594810,"ministry_of_health,_singapore","ministry_of_health,_singapore"
A/HongKong/3068/2006,EPI156104,?,centers_for_disease_control_and_prevention
A/Taiwan/790/2006,EPI273130,?,other_database_import
A/Anhui-Luyang/1113/2006,EPI363133,?,other_database_import
A/Taiwan/788/2006,EPI444747,?,other_database_import
A/HongKong/3069/2006,EPI156106,?,centers_for_disease_control_and_prevention
A/Taiwan/776/2006,EPI444746,?,other_database_import
A/Hawaii/38/2015,EPI629666,state_of_hawaii_department_of_health,centers_for_disease_control_and_prevention
A/Guatemala/19/2015,EPI649410,laboratorio_nacional_de_salud_guatemala,centers_for_disease_control_and_prevention
A/Alaska/18/2015,EPI629697,alaska_state_virology_lab,centers_for_disease_control_and_prevention
A/Guatemala/5015/2015,EPI649953,laboratorio_nacional_de_salud_guatemala,centers_for_disease_control_and_prevention
A/Mexico/1546/2015,EPI649890,laboratorio_de_virus_respiratorio,centers_for_disease_control_and_prevention
A/Guatemala/4084/2015,EPI715362,laboratorio_nacional_de_salud_guatemala,centers_for_disease_control_and_prevention
A/Washington/36/2015,EPI631863,washington_state_public_health_laboratory,centers_for_disease_control_and_prevention
A/Guatemala/18/2015,EPI648028,laboratorio_nacional_de_salud_guatemala,centers_for_disease_control_and_prevention
A/Guatemala/9704/2015,EPI643706,laboratorio_nacional_de_salud_guatemala,centers_for_disease_control_and_prevention
A/Alaska/17/2015,EPI631646,alaska_state_virology_lab,centers_for_disease_control_and_prevention
A/Hawaii/35/2015,EPI647812,state_of_hawaii_department_of_health,centers_for_disease_control_and_prevention
A/Minnesota/29/2015,EPI624375,minnesota_department_of_health,centers_for_disease_control_and_prevention
A/Philippines/3969/2011,EPI370111,research_institute_of_tropical_medicine,who_collaborating_centre_for_reference_and_research_on_influenza
A/Philippines/3948/2011,EPI370329,research_institute_of_tropical_medicine,who_collaborating_centre_for_reference_and_research_on_influenza
A/Singapore/GP1583/2011,EPI380843,?,other_database_import
A/Cambodia/V1221301/2011,EPI743823,?,other_database_import
A/NongKhai/303/2011,EPI1590394,thai_national_influenza_center,thai_national_influenza_center
A/Singapore/KK459/2011,EPI380961,?,other_database_import
A/Singapore/GP1655/2011,EPI380851,?,other_database_import
A/Lao/I696/2011,EPI372006,ministry_of_health_laos,national_institute_of_infectious_diseases_(niid)
A/Singapore/GP1684/2011,EPI380857,?,other_database_import
A/Singapore/EN415/2011,EPI380767,?,other_database_import
A/Lao/I741/2011,EPI375606,national_center_for_laboratory_and_epidemiology,national_institute_of_infectious_diseases_(niid)
A/Lao/I728/2011,EPI372012,ministry_of_health_laos,national_institute_of_infectious_diseases_(niid)
A/Singapore/TT663/2011,EPI381069,?,other_database_import
A/Lao/I763/2011,EPI372014,ministry_of_health_laos,national_institute_of_infectious_diseases_(niid)
A/Singapore/KK445/2011,EPI380959,?,other_database_import
A/Singapore/GP1561/2011,EPI380839,?,other_database_import
A/Singapore/GP1682/2011,EPI380855,?,other_database_import
A/Singapore/TT673/2011,EPI381071,?,other_database_import
A/Singapore/TT654/2011,EPI381063,?,other_database_import
A/Singapore/H2011808a/2011,EPI458003,?,other_database_import
A/Lao/I785/2011,EPI372022,ministry_of_health_laos,national_institute_of_infectious_diseases_(niid)
A/Cambodia/V1013305/2011,EPI447016,?,other_database_import
A/Singapore/GP1651/2011,EPI380849,?,other_database_import
A/Singapore/KK413/2011,EPI380955,?,other_database_import
A/Singapore/H2011797/2011,EPI458002,?,other_database_import
A/Thailand/CU-B5848/2011,EPI684764,?,other_database_import
A/Singapore/GP1635/2011,EPI380847,?,other_database_import
A/Singapore/TT713/2011,EPI381075,?,other_database_import
A/Cambodia/V1005380/2011,EPI447015,?,other_database_import
A/Singapore/TT657/2011,EPI381065,?,other_database_import
A/Cambodia/V1012345/2011,EPI743799,?,other_database_import
A/Singapore/EN401/2011,EPI380765,?,other_database_import
A/Lao/I725/2011,EPI372010,ministry_of_health_laos,national_institute_of_infectious_diseases_(niid)
A/Lao/I784/2011,EPI372020,ministry_of_health_laos,national_institute_of_infectious_diseases_(niid)
A/Singapore/C2011825/2011,EPI457960,?,other_database_import
A/Lao/I792/2011,EPI375608,national_center_for_laboratory_and_epidemiology,national_institute_of_infectious_diseases_(niid)
A/Lao/I770/2011,EPI372018,ministry_of_health_laos,national_institute_of_infectious_diseases_(niid)
A/Singapore/C2011803/2011,EPI457959,?,other_database_import
A/Singapore/GP1669/2011,EPI380853,?,other_database_import
A/Singapore/GP1592/2011,EPI380845,?,other_database_import
A/Cambodia/V1028352/2011,EPI743815,?,other_database_import
A/Cambodia/V1028340/2011,EPI743807,?,other_database_import
A/Lao/SA119/2011,EPI375614,national_center_for_laboratory_and_epidemiology,national_institute_of_infectious_diseases_(niid)
A/Singapore/TT662/2011,EPI381067,?,other_database_import
A/Lao/I739/2011,EPI375604,national_center_for_laboratory_and_epidemiology,national_institute_of_infectious_diseases_(niid)
A/Victoria/208/2009,EPI272062,victorian_infectious_diseases_reference_laboratory_,who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/210/2009,EPI269899,victorian_infectious_diseases_reference_laboratory_,who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/209/2009,EPI606161,victorian_infectious_diseases_reference_laboratory_,other_database_import
A/Tasmania/8/2009,EPI1444901,royal_hobart_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Sydney/25/2009,EPI211749,westmead_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/206/2009,EPI211743,victorian_infectious_diseases_reference_laboratory_,who_collaborating_centre_for_reference_and_research_on_influenza
A/Perth/107/2009,EPI228265,pathwest_qe_ii_medical_centre,who_collaborating_centre_for_reference_and_research_on_influenza
A/Canberra/18/2009,EPI210017,canberra_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Guam/821/2009,EPI232535,naval_health_research_center,centers_for_disease_control_and_prevention
A/Sydney/45/2009,EPI2474210,"clinical_virology_unit,_cdim",who_collaborating_centre_for_reference_and_research_on_influenza
A/Darwin/12/2009,EPI210290,canberra_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Yap/5/2009,EPI1444924,yap_state_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Perth/50/2009,EPI228230,pathwest_qe_ii_medical_centre,who_collaborating_centre_for_reference_and_research_on_influenza
A/Vanuatu/15/2009,EPI1444902,who_collaborating_centre_for_reference_and_research_on_influenza,who_collaborating_centre_for_reference_and_research_on_influenza
A/PortMoresby/2/2009,EPI1444893,central_public_health_laboratory,who_collaborating_centre_for_reference_and_research_on_influenza
A/Brisbane/66/2009,EPI210282,queensland_health_scientific_services,who_collaborating_centre_for_reference_and_research_on_influenza
A/PortMoresby/9/2009,EPI1444926,papua_new_guinea_institute_of_medical_research,who_collaborating_centre_for_reference_and_research_on_influenza
A/Darwin/7/2009,EPI211727,royal_darwin_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/HongKong/97/2016,EPI699738,government_virus_unit,crick_worldwide_influenza_centre
A/Jiangsu-Chongchuan/18/2016,EPI713670,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Keelung/23/2016,EPI945579,?,other_database_import
A/Linkou/51/2016,EPI998319,?,other_database_import
A/HongKong/98/2016,EPI718988,government_virus_unit,centers_for_disease_control_and_prevention
A/Taipei/20/2016,EPI963237,?,other_database_import
A/Heilongjiang-Longsha/111/2016,EPI713586,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Linkou/61/2016,EPI945778,?,other_database_import
A/Linkou/81/2016,EPI945634,?,other_database_import
A/Guangdong/12/2016,EPI1034411,?,other_database_import
A/Shanxi-Xinghualing/121/2016,EPI713571,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Jiangsu-Haizhou/118/2016,EPI713565,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Heilongjiang-Jianhua/15/2016,EPI713589,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/NewYork/1078/2007,EPI525023,?,other_database_import
A/SouthCarolina/1/2007,EPI125913,?,centers_for_disease_control_and_prevention
A/Canada/305/2007,EPI155440,?,centers_for_disease_control_and_prevention
A/NewYork/1079/2007,EPI525031,?,other_database_import
A/NewYork/1080/2007,EPI525039,?,other_database_import
A/NewYork/1102/2007,EPI525179,?,other_database_import
A/Dominica/2898/2007,EPI155859,?,centers_for_disease_control_and_prevention
A/Vermont/UR06-0448/2007,EPI336948,?,other_database_import
A/Minnesota/9/2007,EPI125757,?,centers_for_disease_control_and_prevention
A/NewYork/1083/2007,EPI525055,?,other_database_import
A/DominicanRepublic/2896/2007,EPI155856,?,centers_for_disease_control_and_prevention
A/Canada/3189/2007,EPI155482,?,centers_for_disease_control_and_prevention
A/Singapore/H2010211/2010,EPI457969,?,other_database_import
A/SuratThani/269/2010,EPI272025,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",who_collaborating_centre_for_reference_and_research_on_influenza
A/Thailand/CU-H1817/2010,EPI285509,?,other_database_import
A/Italy/1997/2003,EPI157831,?,centers_for_disease_control_and_prevention
A/Iceland/22/2003,EPI146299,?,other_database_import
A/Hannover/154/2003,EPI234746,?,other_database_import
A/Netherlands/88/2003,EPI362934,?,other_database_import
A/Netherlands/109/2003,EPI364393,?,other_database_import
A/Washington/13/2013,EPI498467,washington_state_public_health_laboratory,centers_for_disease_control_and_prevention
A/Texas/3521/2013,EPI501730,?,other_database_import
A/Virginia/15/2013,EPI503493,virginia_division_of_consolidated_laboratories,centers_for_disease_control_and_prevention
A/Connecticut/9/2013,EPI508690,connecticut_department._of_public_health,centers_for_disease_control_and_prevention
A/Ontario/RV2355/2013,EPI498469,"national_microbiology_laboratory,_health_canada",centers_for_disease_control_and_prevention
A/Kentucky/13/2013,EPI499387,kentucky_division_of_laboratory_services,centers_for_disease_control_and_prevention
A/Washington/17/2013,EPI498494,washington_state_public_health_laboratory,centers_for_disease_control_and_prevention
A/Arizona/16/2013,EPI503488,arizona_department_of_health_services,centers_for_disease_control_and_prevention
A/California/36/2013,EPI498477,california_department_of_health_services,centers_for_disease_control_and_prevention
A/NewYork/15/2013,EPI497656,new_york_state_department_of_health,centers_for_disease_control_and_prevention
A/Iowa/8/2013,EPI492743,iowa_state_hygienic_laboratory,centers_for_disease_control_and_prevention
A/California/62/2013,EPI508629,california_department_of_health_services,centers_for_disease_control_and_prevention
A/Shiga/30/2017,EPI1086436,shiga_prefectural_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Wakayama-C/107/2017,EPI1118572,wakayama_city_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/SouthKorea/8131464/2017,EPI1655786,shanghai_international_travel_healthcare_center,shanghai_international_travel_healthcare_center
A/Osaka/178/2017,EPI1086422,osaka_prefectural_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Osaka/177/2017,EPI1086420,osaka_prefectural_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Niigata/766/2017,EPI1057888,niigata_prefectural_institute_of_public_health_and_environmental_sciences,national_institute_of_infectious_diseases_(niid)
A/Tokyo/17297/2017,EPI1126276,tokyo_metropolitan_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Saitama/249/2017,EPI1086412,saitama_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Niigata/771/2017,EPI1057912,niigata_prefectural_institute_of_public_health_and_environmental_sciences,national_institute_of_infectious_diseases_(niid)
A/Kanagawa/209/2017,EPI1086434,kanagawa_prefectural_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Kawasaki/128/2017,EPI1126279,kawasaki_city_institute_of_public_health_,national_institute_of_infectious_diseases_(niid)
A/Niigata/767/2017,EPI1057896,niigata_prefectural_institute_of_public_health_and_environmental_sciences,national_institute_of_infectious_diseases_(niid)
A/Japan/8061243/2017,EPI1655779,shanghai_international_travel_healthcare_center,shanghai_international_travel_healthcare_center
A/Hiroshima/70/2017,EPI1126270,"center_for_public_health_and_environment,_hiroshima_prefectural_technology_research_institute",national_institute_of_infectious_diseases_(niid)
A/Kanagawa/208/2017,EPI1086432,kanagawa_prefectural_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/SouthKorea/8191682/2017,EPI1655788,shanghai_international_travel_healthcare_center,shanghai_international_travel_healthcare_center
A/Niigata/770/2017,EPI1057904,niigata_prefectural_institute_of_public_health_and_environmental_sciences,national_institute_of_infectious_diseases_(niid)
A/Aichi/337/2017,EPI1118566,aichi_prefectural_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Kanagawa/196/2016,EPI778009,kanagawa_prefectural_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Niigata-C/53/2016,EPI854218,niigata_city_institute_of_public_health_and_environment,national_institute_of_infectious_diseases_(niid)
A/Kanagawa/197/2016,EPI809649,kanagawa_prefectural_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Yokohama/123/2016,EPI774040,yokohama_city_institute_of_public_health.,national_institute_of_infectious_diseases_(niid)
A/Tokyo/16161/2016,EPI854216,tokyo_metropolitan_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/SuratThani/72/2009,EPI211734,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",who_collaborating_centre_for_reference_and_research_on_influenza
A/SuratThani/70/2009,EPI211716,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",who_collaborating_centre_for_reference_and_research_on_influenza
A/Moldova/169/2009,EPI215112,national_centre_for_preventive_medicine,national_institute_for_medical_research
A/Norway/1141/2009,EPI210077,who_national_influenza_centre,national_institute_for_medical_research
A/Moldova/167/2009,EPI215110,national_centre_for_preventive_medicine,national_institute_for_medical_research
A/Kiev/67/2009,EPI193915,institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine,centers_for_disease_control_and_prevention
A/Ukraine/96/2009,EPI193912,institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine,centers_for_disease_control_and_prevention
A/Lao/I653/2012,EPI413263,ministry_of_health_laos,national_institute_of_infectious_diseases_(niid)
A/Lao/I624/2012,EPI413262,ministry_of_health_laos,national_institute_of_infectious_diseases_(niid)
A/Lao/I602/2012,EPI413261,ministry_of_health_laos,national_institute_of_infectious_diseases_(niid)
A/Thailand/MR11632/2012,EPI703364,?,other_database_import
A/Thailand/CU-B6780/2012,EPI684776,?,other_database_import
A/Cambodia/W0908340/2012,EPI743828,?,other_database_import
A/Thailand/CU-H3368/2012,EPI684777,?,other_database_import
A/Bhutan/1028/2019,EPI1636615,royal_centre_for_disease_control,centers_for_disease_control_and_prevention
A/India/Pun-NIV1922068/2019,EPI1881232,icmr_national_institute_of_virology,icmr_national_institute_of_virology
A/Bhutan/534/2019,EPI1636542,royal_centre_for_disease_control,centers_for_disease_control_and_prevention
A/Bangladesh/9015/2019,EPI1631011,"icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh",centers_for_disease_control_and_prevention
A/India/2292/2019,EPI1663398,national_institute_of_virology,centers_for_disease_control_and_prevention
A/Bangladesh/1190809021/2019,EPI1627715,"icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh",centers_for_disease_control_and_prevention
A/Bangladesh/3190804004/2019,EPI1627850,"icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh",centers_for_disease_control_and_prevention
A/Bangladesh/1190810023/2019,EPI1627699,"icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh",centers_for_disease_control_and_prevention
A/Bangladesh/445/2019,EPI1631168,institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic),centers_for_disease_control_and_prevention
A/India/PUN-NIV3/2019,EPI1916870,national_institute_of_virology,centers_for_disease_control_and_prevention
A/Bangladesh/3190809002/2019,EPI1627818,"icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh",centers_for_disease_control_and_prevention
A/Nepal/19FL2933/2019,EPI1711304,national_public_health_laboratory,national_institute_of_infectious_diseases_(niid)
A/Bangladesh/3190814013/2019,EPI1627731,"icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh",centers_for_disease_control_and_prevention
A/Bangladesh/1190810013/2019,EPI1627802,"icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh",centers_for_disease_control_and_prevention
A/Bangladesh/1190804004/2019,EPI1627858,"icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh",centers_for_disease_control_and_prevention
A/Netherlands/348/2007,EPI367142,?,other_database_import
A/Paris/358/2007,EPI535420,?,institut_pasteur
A/England/749016/2007,EPI358852,?,other_database_import
A/RiodeJaneiro/34/2014,EPI543543,laboratorio_central_do_estado_do_rio_de_janeiro___lacen/rj___noel_nutels,oswaldo_cruz_institute___fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs)
A/SaoPaulo/1806/2014,EPI508732,instituto_adolfo_lutz,instituto_adolfo_lutz
A/SaoPaulo/5129/2014,EPI508868,instituto_adolfo_lutz,instituto_adolfo_lutz
A/SaoPaulo/3308/2014,EPI508735,instituto_adolfo_lutz,instituto_adolfo_lutz
A/RioGrandedoSul/23/2014,EPI543531,lacen/rs___laboratório_central_de_saúde_pública_do_rio_grande_do_sul,oswaldo_cruz_institute___fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs)
A/SaoPaulo/2933/2014,EPI508734,instituto_adolfo_lutz,instituto_adolfo_lutz
A/Goias/3910/2014,EPI508870,instituto_adolfo_lutz,instituto_adolfo_lutz
A/SaoPaulo/4343/2014,EPI508867,instituto_adolfo_lutz,instituto_adolfo_lutz
A/SaoPaulo/2932/2014,EPI508733,instituto_adolfo_lutz,instituto_adolfo_lutz
A/Mali/56CS/2015,EPI688565,nic_lab_cvd_mali,centers_for_disease_control_and_prevention
A/Mali/94CH/2015,EPI715481,nic_lab_cvd_mali,centers_for_disease_control_and_prevention
A/Mali/61CS/2015,EPI709272,nic_lab_cvd_mali,centers_for_disease_control_and_prevention
A/Mali/22HGT/2015,EPI715473,nic_lab_cvd_mali,centers_for_disease_control_and_prevention
A/Mali/122CI/2015,EPI712442,nic_lab_cvd_mali,centers_for_disease_control_and_prevention
A/Ghana/DARI-15-096/2015,EPI624553,university_of_ghana,crick_worldwide_influenza_centre
A/Mali/130CI/2015,EPI709240,nic_lab_cvd_mali,centers_for_disease_control_and_prevention
A/Cameroon/15V-3279/2015,EPI1074887,?,other_database_import
A/Mali/102CH/2015,EPI709256,nic_lab_cvd_mali,centers_for_disease_control_and_prevention
A/Beijing/40430/2012,EPI598830,?,other_database_import
A/Zhejiang-Dinghai/1200/2019,EPI1503640,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/HubeiWujiagang/1233/2019,EPI1503595,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Chongqing-Yuzhong/1474/2019,EPI1503613,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Guizhou-Douyun/1209/2019,EPI1503637,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Henan-Weibin/1238/2019,EPI1504898,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Anhui-Jinghu/1334/2019,EPI1504877,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Hebei-Haigang/1203/2019,EPI1503655,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Zhejiang-Linhai/1342/2019,EPI1503658,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Henan-Chuanhui/1228/2019,EPI1504889,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Henan-Weidou/1219/2019,EPI1504886,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Guangdong-Dongwanbendi/583/2019,EPI1503643,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Shanxi-Xinfu/1230/2019,EPI1504883,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Jiangsu-Gaoyou/1266/2019,EPI1503631,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/SanLuis/R243/2011,EPI407228,servicio_de_virosis_respiratorias_inei_anlis_carlos_g._malbran,malbran
A/Argentina/566/2011,EPI335858,instituto_nacional_de_enfermedades_infecciosas,centers_for_disease_control_and_prevention
A/Santiago/14944/2011,EPI335946,instituto_de_salud_publica_de_chile_,centers_for_disease_control_and_prevention
A/Chubut/281/2011,EPI407210,servicio_de_virosis_respiratorias_inei_anlis_carlos_g._malbran,malbran
A/Peru/6311/2011,EPI335937,us_namru_6,centers_for_disease_control_and_prevention
A/BuenosAires/59663/2011,EPI407213,servicio_de_virosis_respiratorias_inei_anlis_carlos_g._malbran,malbran
A/EntreRios/755282/2011,EPI331085,instituto_nacional_de_enfermedades_infecciosas,national_institute_for_medical_research
A/Brazil/5613/2011,EPI335877,instituto_adolfo_lutz,centers_for_disease_control_and_prevention
A/Santiago/13652/2011,EPI335943,instituto_de_salud_publica_de_chile_,centers_for_disease_control_and_prevention
A/Chaco/81602/2011,EPI407222,servicio_de_virosis_respiratorias_inei_anlis_carlos_g._malbran,malbran
A/Bahia/97/2011,EPI339304,?,other_database_import
A/Argentina/198/2011,EPI335854,instituto_nacional_de_enfermedades_infecciosas,centers_for_disease_control_and_prevention
A/LaPampa/70/2011,EPI407233,servicio_de_virosis_respiratorias_inei_anlis_carlos_g._malbran,malbran
A/BuenosAires/10069665/2011,EPI407236,servicio_de_virosis_respiratorias_inei_anlis_carlos_g._malbran,malbran
A/Salta/1312/2011,EPI407230,servicio_de_virosis_respiratorias_inei_anlis_carlos_g._malbran,malbran
A/Peru/7111/2011,EPI335940,us_namru_6,centers_for_disease_control_and_prevention
A/SantaCatarina/1127/2011,EPI646441,oswaldo_cruz_institute___fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs),oswaldo_cruz_institute___fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs)
A/BuenosAires/10156532/2011,EPI407224,servicio_de_virosis_respiratorias_inei_anlis_carlos_g._malbran,malbran
A/Tucuman/273/2011,EPI407212,servicio_de_virosis_respiratorias_inei_anlis_carlos_g._malbran,malbran
A/EntreRios/78/2011,EPI407232,servicio_de_virosis_respiratorias_inei_anlis_carlos_g._malbran,malbran
A/Parana/620/2011,EPI646433,oswaldo_cruz_institute___fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs),oswaldo_cruz_institute___fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs)
A/Argentina/215/2011,EPI334613,instituto_nacional_de_enfermedades_infecciosas,centers_for_disease_control_and_prevention
A/RioGrandeDoSul/871/2011,EPI646440,oswaldo_cruz_institute___fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs),oswaldo_cruz_institute___fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs)
A/Brazil/6078/2011,EPI335880,instituto_adolfo_lutz,centers_for_disease_control_and_prevention
A/Argentina/8823/2011,EPI335863,cemic_university_hospital,centers_for_disease_control_and_prevention
A/Victoria/316/1998,EPI1885210,royal_chidrens_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/314/1998,EPI1885199,royal_chidrens_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/318/1998,EPI1885202,who_collaborating_centre_for_reference_and_research_on_influenza,who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/509/1998,EPI1885223,monash_medical_centre,who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/315/1998,EPI1885212,royal_chidrens_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Auckland/2/1998,EPI1885197,auckland_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Wellington/22/1998,EPI1885243,institute_of_environmental_science_&_research,who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/323/1998,EPI1885226,royal_chidrens_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/308/1998,EPI1885193,royal_chidrens_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/SouthAustralia/12/1998,EPI1885229,institute_of_medical_and_veterinary_science_(imvs),who_collaborating_centre_for_reference_and_research_on_influenza
A/Brisbane/198/2013,EPI2186546,queensland_health_scientific_services,who_collaborating_centre_for_reference_and_research_on_influenza
A/Sydney/69/2013,EPI526807,westmead_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/232/2013,EPI526810,royal_chidrens_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Canberra/127/2013,EPI529579,canberra_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Sydney/83/2013,EPI529557,"clinical_virology_unit,_cdim",who_collaborating_centre_for_reference_and_research_on_influenza
A/Canberra/124/2013,EPI529549,canberra_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Fiji/9/2013,EPI529590,national_centre_for_scientific_services_for_virology__and_vector_borne_diseases,who_collaborating_centre_for_reference_and_research_on_influenza
A/Nicaragua/AGA2-11/2012,EPI619887,?,other_database_import
A/Nicaragua/AGA2-05/2012,EPI619852,?,other_database_import
A/Nicaragua/AGA2-13/2012,EPI619901,?,other_database_import
A/Hawaii/25/2012,EPI398016,state_of_hawaii_department_of_health,centers_for_disease_control_and_prevention
A/Nicaragua/AGA2-02/2012,EPI619831,?,other_database_import
A/Nicaragua/AGA2-18/2012,EPI619922,?,other_database_import
A/Georgia/3058/2012,EPI407619,?,other_database_import
A/Washington/50/2012,EPI398030,seattle_&_king_county_public_health_lab,centers_for_disease_control_and_prevention
A/Texas/81/2012,EPI398425,texas_department_of_state_health_services_laboratory_services,centers_for_disease_control_and_prevention
A/NewHampshire/11/2012,EPI397604,new_hampshire_public_health_laboratories,centers_for_disease_control_and_prevention
A/Nicaragua/AGA2-07/2012,EPI619866,?,other_database_import
A/Nicaragua/AGA2-03/2012,EPI619838,?,other_database_import
A/Nicaragua/AGA2-08/2012,EPI619873,?,other_database_import
A/Alabama/17/2012,EPI399657,adph_bureau_of_clinical_laboratories,centers_for_disease_control_and_prevention
A/Georgia/15/2012,EPI397640,georgia_public_health_laboratory,centers_for_disease_control_and_prevention
